X,Y,AP1_rss,AP2_rss,AP3_rss,AP1_dev,AP2_dev,AP3_dev,AP1_dist,AP2_dist,AP3_dist,AP1_dist_dev,AP2_dist_dev,AP3_dist_dev
12,5,81,84,64,0.948683298050514,0.948683298050514,0,9734,15890,4863,1298.58634676328,358.166162555873,139.767306620683
12,6,85,85,64,1.8165902124585,0.547722557505166,0.774596669241483,9222,13283,4097,285.587464710901,196.658587404669,158.294346077174
7,6,67,71,76,1.04880884817015,0.707106781186548,0.774596669241483,6381,10454,9069,161.718273550023,191.785296620987,96.2995327091466
6,6,72,77,78,1.18321595661992,0.447213595499958,0.774596669241483,6157,11555,9230,139.68965602363,170.201938884373,222.918595007236
3,6,72,80,79,1,1,1.04880884817015,8993,11507,11689,188.231240765182,533.723242889046,211.313984392893
2,6,68,76,84,1,1.34164078649987,1.30384048104053,8316,10341,12980,187.060150753708,239.739024774858,194.506298098545
1,6,77,73,85,1.14017542509914,0.707106781186548,1.37840487520902,9194,10071,14348,167.033230226802,242.815773787454,237.826197043135
0,7,66,76,78,0,1.26491106406735,1.14017542509914,9331,9736,14941,163.314114515556,154.664152278413,163.575364893373
1,7,67,71,85,0.707106781186548,0.707106781186548,1.14017542509914,10043,9276,15658,195.787640059326,97.36375095486,706.181704662476
2,7,75,75,85,1.14017542509914,0.632455532033676,0.894427190999916,10975,8084,15875,241.865458468133,172.196399497783,452.285418734675
6,7,66,80,73,1.09544511501033,0.774596669241483,0.948683298050514,7736,10021,8502,170.662532502011,131.822228778002,174.29113574706
7,7,66,83,76,0.894427190999916,0.707106781186548,1.4142135623731,8976,11295,7226,226.57051882361,199.362985531417,88.8104723554604
11,7,70,85,66,1,1.14017542509914,0.707106781186548,8719,12574,3902,207.317871877945,91.2606158208457,102.85766864945
12,7,77,89,69,0.632455532033676,0.948683298050514,1,10064,13716,3055,128.068731546775,150.812797865433,192.340843296477
12,8,73,82,65,1.09544511501033,1.09544511501033,1.26491106406735,10634,13412,2497,224.19054395759,144.976894710847,191.882255563145
11,8,77,82,69,0.948683298050514,0.836660026534076,0.632455532033676,9379,12115,3540,111.344959472802,140.931188883086,242.471647827122
10,8,77,83,70,0.948683298050514,0.774596669241483,1.14017542509914,9442,11409,5038,131.025951627912,158.214095452965,133.892120753986
9,8,77,87,68,0.894427190999916,1.14017542509914,0.316227766016838,9140,13111,4866,376.803795097661,147.123757428907,148.052693322344
8,8,75,79,74,0,0.774596669241483,0.836660026534076,9338,11796,6111,86.7479106376632,166.060832227229,197.104287117252
7,8,64,79,79,0.836660026534076,0.447213595499958,0.774596669241483,8090,9427,8787,226.099093319721,340.745506206612,216.487874949153
6,8,68,75,79,1.09544511501033,0.948683298050514,1.22474487139159,8860,8283,9261,166.771100613985,216.481177010843,494.582551249031
5,8,71,73,76,1,0.707106781186548,1.09544511501033,9149,11121,10934,100.82658379614,177.858089498341,175.483617468982
4,8,79,68,81,0.942809041582063,0,1.05409255338946,9861,8028,11127,121.371331046504,166.582645487991,176.053653438061
3,8,77,78,83,1.67332005306815,0.836660026534076,0.632455532033676,11451,6901,13149,222.918370709998,163.049685678937,273.57357328514
2,8,77,72,84,1.18321595661992,0.447213595499958,1.04880884817015,11323,7588,13165,678.130592142841,143.387237925835,129.887643754131
1,8,76,75,85,1.18321595661992,1,1.58113883008419,11655,7739,14987,223.769300843525,211.949522292455,161.62889593139
0,8,68,75,82,1.22474487139159,2.04939015319192,1.51657508881031,11284,9014,15629,467.380466001736,434.584054010269,187.10745575738
2,9,76,68,81,0.836660026534076,0.894427190999916,1.14017542509914,11425,6741,14563,345.699291292302,719.679095152833,291.981506263667
1,9,70,67,86,0.948683298050514,0.707106781186548,0.547722557505166,11907,6811,13355,204.65360978981,80.2807573457052,170.075865424816
3,9,73,78,78,0.894427190999916,1.09544511501033,1.26491106406735,11224,6482,13191,237.719582701973,180.569654150414,284.879272675286
4,9,69,72,79,1.18321595661992,0.836660026534076,1.34164078649987,10216,6540,13815,166.157455445129,124.364786012762,325.164112410949
5,9,73,72,73,0.948683298050514,0.894427190999916,1.04880884817015,9557,8853,10789,182.614073937361,356.618143116696,271.487752946611
6,9,72,76,84,1.04880884817015,0.774596669241483,1.14017542509914,9054,7353,9645,123.963704365431,177.531687312434,197.57327754532
7,9,77,80,77,0.707106781186548,0.707106781186548,1,8805,7377,8006,207.97403684114,208.167480649596,92.4424145076274
8,9,83,76,80,1,0.547722557505166,0.632455532033676,11459,9373,7333,265.966915235711,307.959250551108,217.759500366804
9,9,79,78,82,0.632455532033676,0.447213595499958,0.774596669241483,10736,9951,5987,167.207655327141,182.543967306509,194.778078848725
10,9,72,90,71,1,0.707106781186548,0.632455532033676,10324,10452,3775,107.741356961939,160.840293459071,163.461922171495
11,9,68,91,67,0.894427190999916,1.26491106406735,0.948683298050514,10383,12447,2854,151.886799953123,212.810714016001,157.584580463953
12,9,77,83,64,1,1,0.447213595499958,11573,13518,2424,210.544769585948,455.883647436492,283.266129284812
11,10,72,83,67,0.316227766016838,0.447213595499958,0,11017,12001,2896,155.669842936903,208.385220205273,168.208501568738
0,10,73,68,83,0.948683298050514,0.547722557505166,1.09544511501033,12797,8129,15549,298.073313129505,216.475864705514,182.139232456931
1,10,74,68,75,1.70293863659264,0.447213595499958,1.04880884817015,13083,6448,14679,229.500762525966,258.296535013538,166.346325477902
2,10,77,69,82,2.04939015319192,0.707106781186548,0.774596669241483,12101,5840,12868,204.23760672315,150.737188510334,184.888344684028
3,10,79,76,82,0.774596669241483,0.632455532033676,0.948683298050514,11779,5321,12645,131.601671721905,186.390182144876,127.451559425532
4,10,74,74,79,0.632455532033676,0.774596669241483,1.37840487520902,10925,7840,11949,129.593981341727,319.3576365143,158.588776399845
5,10,69,73,82,1.22474487139159,0.632455532033676,1.51657508881031,10258,6646,9276,123.194561568277,134.780562396809,151.10890112763
6,10,67,75,83,1.44913767461894,0.774596669241483,1.04880884817015,10054,6338,9777,114.560464384534,218.081636090708,266.018044500744
7,10,78,75,79,1.04880884817015,0.447213595499958,0.836660026534076,11315,6989,7634,465.196302650827,198.754622587753,274.88161088003
8,10,78,72,79,0.948683298050514,0.632455532033676,0.547722557505166,11482,7906,7898,208.168921791895,247.810209636326,188.365071072107
9,10,81,75,77,0.707106781186548,0.316227766016838,0.836660026534076,12735,8324,5350,216.058556877528,178.962007141181,105.233549783327
1,11,71,68,82,1,0.632455532033676,0.447213595499958,15452,6775,15375,314.818360328619,598.450749853319,591.174762654835
2,11,72,68,83,1.67332005306815,1.58113883008419,0.948683298050514,13405,5642,13935,444.90178691482,186.799357600608,146.72491267675
3,11,71,73,82,0.836660026534076,0.547722557505166,0.894427190999916,12722,5008,14015,296.258164444459,191.077209525364,180.415354113778
5,11,72,75,79,0.707106781186548,1,0.774596669241483,11475,6681,11051,389.161406102918,167.656792287101,159.030500219298
6,11,79,76,74,1.30384048104053,0.894427190999916,0.707106781186548,11544,6640,9412,297.136500618823,176.34738444332,152.101610773851
7,11,81,72,79,0.894427190999916,0.447213595499958,0.774596669241483,12705,7295,7875,445.403412649701,213.84527116586,193.903584288687
8,11,81,73,76,1,0.894427190999916,1,12149,9530,7570,266.532174418024,483.9419386662,239.614482033119
9,11,83,77,79,1.14017542509914,0.447213595499958,0.632455532033676,13313,8376,7068,198.492065332597,117.057250950123,82.635343528057
8,12,81,85,76,1.54919333848297,1.22474487139159,1.04880884817015,12675,9490,9245,219.779207387778,347.085868338081,115.861555314953
11,11,78,79,66,0.774596669241483,0.316227766016838,1.4142135623731,12561,10713,3193,133.382532589541,255.638612107013,141.730025047624
12,11,77,70,76,1.04880884817015,1.18321595661992,1.15470053837925,12375,10852,2711,91.260067937735,197.21308273033,199.325250672251
12,12,77,74,69,0.894427190999916,1.04880884817015,1.70293863659264,13882,9879,2262,188.840938358185,203.819037383656,117.683048906799
11,12,81,76,71,0.316227766016838,0.707106781186548,0.894427190999916,13392,9036,4175,99.0565495058252,234.256483368124,177.525209477415
10,12,80,71,72,0.547722557505166,0.632455532033676,1.84390889145858,16456,8254,6348,255.095080313204,128.998062000946,710.633168378735
6,12,82,69,81,1.18321595661992,0.948683298050514,0.632455532033676,13232,5130,9818,243.72669119323,140.108886227819,237.299388958337
5,12,69,68,77,1,0.836660026534076,0.836660026534076,12747,5572,11547,159.109082078931,143.499477350965,114.185375596002
3,12,70,72,86,0.707106781186548,0.774596669241483,1.30384048104053,13480,2871,14005,107.341511075632,181.140001104118,197.826944575303
2,12,73,72,78,1.22474487139159,0.774596669241483,0.447213595499958,14934,6141,13886,459.349866659391,926.71408751567,349.864402304664
1,12,71,73,82,0.632455532033676,0.632455532033676,0.632455532033676,14788,6852,14475,251.299025067747,155.200837626606,648.082325017432
0,12,75,66,77,1.51657508881031,0.707106781186548,0.894427190999916,15531,6213,15401,210.077842715504,388.710689330767,226.361878415956
3,13,73,66,86,0.836660026534076,1.04880884817015,1.58113883008419,15595,4063,13438,231.055404611102,305.083758990871,259.696361160491
3,14,84,66,88,1.44913767461894,0.632455532033676,1.30384048104053,16818,1879,14210,277.388716425164,173.010115311215,471.519988971836
5,13,74,66,77,1.58113883008419,1.14017542509914,1,13521,4385,10695,186.599839228227,687.328815051428,177.219919873585
5,14,73,70,81,1.09544511501033,0.316227766016838,1.14017542509914,15089,2690,10884,149.527255040678,166.05481022843,182.880015310586
6,14,79,65,73,0.447213595499958,0.836660026534076,0,14361,3719,9705,204.948042196065,213.586750525401,215.774882690271
6,13,72,65,81,0.836660026534076,0.707106781186548,0.707106781186548,13164,4320,10160,152.056897245735,200.259082191046,156.019870529366
7,13,79,67,82,0.894427190999916,0.447213595499958,1.04880884817015,13883,4794,9281,180.345778991359,140.580937541332,174.919124168857
7,14,79,65,81,0.894427190999916,0.894427190999916,1,15944,4976,9950,379.120297531008,186.419956013298,281.009074586569
8,14,84,68,75,1.09544511501033,0.632455532033676,1.18321595661992,16738,4533,7484,225.614050980873,216.563385640325,148.790456683216
8,13,82,72,87,1.22474487139159,1.04880884817015,1.73205080756888,15186,5415,8650,210.6544563972,230.206646298494,484.845645540929
9,13,86,65,72,0.774596669241483,0.948683298050514,0.836660026534076,14196,6741,6238,429.671735165347,168.404275480167,200.823554395395
9,14,82,77,70,0.632455532033676,0.547722557505166,0.547722557505166,15913,6984,6491,154.705203532396,289.127480534106,170.420656025025
10,14,82,80,73,0.894427190999916,0.632455532033676,1.7606816861659,15581,9916,5810,285.799230229894,227.433726610633,267.637814966421
10,13,82,75,69,0.774596669241483,0.755928946018454,0.447213595499958,14264,7670,4950,242.097707548006,157.00500446983,174.891108979273
11,13,82,81,65,0.948683298050514,0.894427190999916,1,15021,9197,4161,146.127683893231,267.495981278224,101.471670923465
11,14,80,80,63,1.30384048104053,1.58113883008419,1.30384048104053,15712,11708,4602,163.770876531818,251.765764153906,328.463239952358
12,13,80,73,66,1.14017542509914,0.447213595499958,0.774596669241483,14281,13697,3625,178.13449974668,2782.01964407155,130.304643048512
12,14,76,90,71,0.774596669241483,1.18321595661992,1.09544511501033,16006,11093,4772,253.3829118153,210.828603372503,218.46349809522
5,15,75,67,83,1.04880884817015,1.44913767461894,1.04880884817015,15252,2587,10817,98.2013238199975,159.371264662109,151.099305094365
6,15,78,66,85,0.632455532033676,1.94935886896179,1.22474487139159,15708,3497,9768,146.717756253291,134.158861056585,235.247954295037
7,15,80,65,88,0.948683298050514,0.316227766016838,0.707106781186548,15485,4738,9735,155.931395171082,182.081025919781,132.362003611308
3,15,80,79,92,0.894427190999916,0.948683298050514,0.948683298050514,16841,937,14106,246.342038637339,192.551291867907,220.961082546226
3,16,84,69,90,1.26491106406735,1,1.44913767461894,17758,957,15611,457.931108355831,153.438912926285,2139.93474199565
5,16,76,68,82,0.447213595499958,0.447213595499958,1.04880884817015,16007,2215,10658,107.099019603356,179.168356581178,199.672982649131
6,16,78,67,83,0.894427190999916,0.948683298050514,0.894427190999916,17170,2948,11114,154.002597380694,232.98905553695,179.427701317272
7,16,86,63,88,0.894427190999916,1.09544511501033,1.05409255338946,16471,4705,9389,302.184877186136,231.14432720705,159.08627987493
7,17,82,73,91,0.836660026534076,1.04880884817015,0.881917103688197,19407,4523,14102,2690.97025252975,163.492201648886,262.645303699791
6,17,81,71,86,0.836660026534076,1.22474487139159,1.04880884817015,17442,3243,13740,110.959001437468,269.657746041162,599.559838548247
5,17,76,62,84,0.632455532033676,1.09544511501033,0.632455532033676,18644,3116,14345,302.580733028394,282.560789919621,167.087701522284
3,17,80,64,85,1,1,1.30384048104053,18355,1378,13629,263.397038707727,166.949393529896,274.048170948102
3,18,83,73,85,0.948683298050514,0.948683298050514,0,20801,1807,14915,189.235039038757,194.173633637526,222.080841136736
5,18,82,70,82,1.58113883008419,1.09544511501033,1.30384048104053,18765,3078,14729,179.761230525383,250.781179517124,246.402922060596
6,18,77,73,90,0.333333333333333,1,1,18199,3726,12894,152.647742640805,233.085392077668,191.607933029924
7,18,83,67,89,1.51657508881031,0.948683298050514,1.04880884817015,18653,6378,14637,341.924114387974,354.687749999912,405.139852396675
7,19,80,68,89,0.894427190999916,0.774596669241483,1.22474487139159,19810,8364,17100,423.991863129471,436.294396021769,612.010702520797
6,19,79,65,83,1.09544511501033,0.894427190999916,1,19467,4639,21113,398.216272897028,138.114445298093,1024.85120871276
5,19,76,75,88,1.04880884817015,1.22474487139159,0.632455532033676,18857,3182,17271,204.360955174906,358.176492807666,1852.75740451901
4,19,81,67,89,0.547722557505166,0.447213595499958,0.948683298050514,20013,2907,15176,175.074269954211,269.560568332981,609.451310606516
3,19,81,68,86,1.94935886896179,0.774596669241483,1.09544511501033,21710,2946,17245,270.8647263857,261.833152981054,853.332819010262
2,18,88,72,81,1.14017542509914,0.447213595499958,0.836660026534076,19913,3018,15136,305.236138096392,583.681077301637,229.590505030151
1,18,89,64,79,1.34164078649987,0.836660026534076,1.84390889145858,21707,2700,15501,286.771163124886,351.081899277078,168.697065771756
0,18,86,68,84,0.447213595499958,0.547722557505166,1.04880884817015,23605,2923,18800,223.750754188673,205.09193060674,157.289859813022
0,16,74,60,85,0.707106781186548,0.894427190999916,0.948683298050514,19493,1670,15980,139.212427606159,171.878445420012,173.887607379019
1,16,80,63,84,2.02484567313166,0.547722557505166,1.34164078649987,19228,544,16909,250.96752777999,140.938993894522,905.335573144014
2,16,83,65,82,0.632455532033676,0.948683298050514,1,17681,1174,14025,160.965834884301,238.580175203222,90.3260759692349
16,9,75,87,65,0.447213595499958,1.37840487520902,0.547722557505166,12746,15305,206,220.525962190396,211.172914929922,123.060960503321
16,8,84,85,65,0.836660026534076,1.14017542509914,1.18321595661992,11722,15470,1822,318.854355466567,143.207890844045,183.130008463933
16,4,81,83,76,1.26491106406735,0.774596669241483,1.37840487520902,9587,18053,5033,164.821721869419,262.268564643192,185.218249640795
8,6,72,78,81,0.547722557505166,1.26491106406735,1.18321595661992,8503,8420,8924,155.114473857213,307.939766837607,257.684108939608
